Dokument-ID	Dokumenttyp	Verfasser/Autoren	Herausgeber	Haupttitel	Abstract	Auflage	Verlagsort	Verlag	Erscheinungsjahr	Seitenzahl	Schriftenreihe Titel	Schriftenreihe Bandzahl	ISBN	Quelle der Hochschulschrift	Konferenzname	Quelle:Titel	Quelle:Jahrgang	Quelle:Heftnummer	Quelle:Erste Seite	Quelle:Letzte Seite	URN	DOI	Abteilungen
OPUS4-43040	Wissenschaftlicher Artikel	Kr�mer, Raimund; Wallraf, Wolfram		Diplomatie oder Parteiarbeiter?		2. , unver�nderte Ausg.	Potsdam	WeltTrends	2019	13	Die verschwundene Diplomatie							 	59	72			WeltTrends e.V. Potsdam
OPUS4-43043	Wissenschaftlicher Artikel	Kr�mer, Raimund		Arch�ologische Grabungen in einer verschwundenen Diplomatie		2. , unver�nderte Ausg.	Potsdam	WeltTrends	2019	12	Die verschwundene Diplomatie							 	210	222			WeltTrends e.V. Potsdam
OPUS4-43906	Dissertation	Schwerbel, Kristin		Der Einfluss zweier immun-assoziierter GTPasen auf die Entstehung einer Hepatosteatose					2019	133								 					Institut f�r Ern�hrungswissenschaft
OPUS4-48918	Wissenschaftlicher Artikel	Vogelsang, Christoph; Borowski, Andreas; Buschh�ter, David; Enkrott, Patrick; Kempin, Maren; Kulgemeyer, Christoph; Reinhold, Peter; Riese, Josef; Schecker, Horst; Schr�der, Jan		Entwicklung von Professionswissen und Unterrichtsperformanz im Lehramtsstudium Physik	Angehende Physiklehrkr�fte sollen im Rahmen ihres Studiums fachliches und fachdidaktisches Wissen erwerben, welches die Gestaltung lernf�rderlichen Unterrichts erm�glicht. Es ist allerdings empirisch nur wenig gekl�rt, wie sich dieses Wissen im Laufe des Studiums entwickelt und ob es zur Ausbildung von Handlungsf�higkeiten beitr�gt. Um derartige Wirkungsaussagen treffen zu k�nnen, m�ssen Instrumente entwickelt werden, die eine valide Testwertinterpretation zulassen. In diesem Beitrag werden auf Basis von im Projekt Profile-P+ entwickelten Instrumenten Validit�tsanalysen zur l�ngsschnittlichen Entwicklung des Professionswissens von Physiklehramtsstudierenden im Verlauf des Bachelorstudiums und ihrer F�higkeiten zur Planung und Reflexion von Physikunterricht sowie zum Erkl�ren von physikalischen Sachverhalten vor und nach dem Praxissemester dargestellt. Neben Wissenstests kamen standardisierte Performanztests zum Einsatz. Die vorliegenden Ergebnisse sprechen daf�r, dass die erhobenen Messwerte im Sinne von Wirkungsaussagen interpretiert werden k�nnen.		Weinheim	Beltz	2019	19	Zeitschrift f�r P�dagogik	65						 4	473	491			Institut f�r Physik und Astronomie
OPUS4-49081	Wissenschaftlicher Artikel	Gerhards, J�rgen; Sawert, Tim; Kohler, Ulrich		Des Kaisers alte Kleider: Fiktion und Wirklichkeit des Nutzens von Lateinkenntnissen	Obwohl Latein eine nicht mehr gesprochene Sprache ist und ihr deswegen kein kommunikativer Nutzen zukommt, ist die Anzahl der Latein als Schulfach w�hlenden Sch�ler im Zeitverlauf angestiegen. Mehrere Studien haben zudem gezeigt, dass Lateinkenntnisse weder das logische Denken, noch den Erwerb anderer Sprachen, noch das Gesp�r f�r die grammatikalische Struktur der Muttersprache verbessern. Auch wenn sich empirisch keine Vorteile des Erwerbs alter Sprachen nachweisen lassen, k�nnen Menschen subjektiv an solche Vorteile glauben und ihr Verhalten an ihrer Konstruktion von Wirklichkeit ausrichten. Auf der Basis einer unter Eltern von Gymnasialsch�lern durchgef�hrten Befragung zeigen wir, dass Latein umfassende Transfereffekte zugeschrieben und Personen mit Lateinkenntnissen positiver bewertet werden als Personen mit Kenntnissen moderner Sprachen. Weiterhin zeigt sich, dass die &#8222;Illusio" der Vorteile von Latein zwar in allen Bildungsgruppen wirksam ist, doch besonders von den Hochgebildeten vertreten wird. Sie arbeiten damit an der Konstruktion einer Realit�t, von der sie selbst die gr��ten Nutznie�er sind, indem sie Latein als symbolisches Kapital verwenden.		Wiesbaden	Springer	2019	18	K�lner Zeitschrift f�r Soziologie und Sozialpsychologie	71						 2	309	326		10.1007/s11577-019-00624-8	Sozialwissenschaften
OPUS4-47886	Wissenschaftlicher Artikel	Ungelenk, Johannes		Etwas nimmt seinen Anfang, weil es um sein Ende (nicht) wei�	Freuds &#8222;Zeitgem�sses �ber Krieg und Tod" steht in doppelter Hinsicht im Zeichen der Zeit: Der Aufsatz ist nicht nur von der Kriegszeit gepr�gt, die 1915 den Schreibanlass liefert, sondern setzt sich auch inhaltlich intensiv mit Zeitlichkeit auseinander. Beides ist nicht voneinander zu trennen, weil es die aktuellen Erfahrungen sind, die den Bruch mit der vorherrschenden Vorstellung von Zeit und Historizit�t fordern: Vor dem Hintergrund des ersten Weltkrieges ist die Erz�hlung von Geschichte als Kultivierungsentwicklung, das hei�t von fortschreitender Zeit unzeitgem��. Als zeitgem�� erweist sich hingegen das psychoanalytische Modell, das Freud dem Kulturoptimismus substituiert. Es erlaubt, die regressive Aggression zu erkl�ren, die sich in der Welt des fr�hen 20. Jahrhunderts Bahn bricht. Auf diese Weise verspricht die Psychoanalyse dem Forscher Freud den sicheren, wissenschaftlichen Boden unter den F��en zur�ckzugewinnen, den er, vom &#8222;Wirbel dieser Kriegszeit gepackt", zu Beginn als verloren beklagt. Dass dies gelingt, ist wiederum eine Frage der Zeit: Freud etabliert ein Modell von Zeitlichkeit, dem �ber die spezifisch psychoanalytische Dimension des Unbewussten ein zeitimmuner, a-temporaler Kern eingeschrieben ist, der den st�rmischen Zeiten trotzt.		Hamburg	Textem	2019	14	Riss : Zeitschrift f�r Psychoanalyse	90						 	104	118			Institut f�r K�nste und Medien
OPUS4-47985	Wissenschaftlicher Artikel	Navratil, Michael		Jenseits des politischen Realismus			Berlin	de Gruyter	2019	17	Das Politische in der Literatur der Gegenwart		978-3-11-056854-7					 	359	376	urn:nbn:de:101:1-2020081210315564625980		Department Linguistik
OPUS4-48080	misc	Warschburger, Petra; Sproesser, Gudrun; Lin, Jiaxi; Zahn, Daniela		Fachgruppe Gesundheitspsychologie Approbation f�r psychologische Anwendungsf�cher			G�ttingen	Hogrefe	2019	2	Psychologische Rundschau : offizielles Organ der Deutschen Gesellschaft f�r Psychologie	70						 4	264	265			Department Psychologie
OPUS4-48083	Wissenschaftlicher Artikel	Schoeps, Julius Hans		Zwischen Kollaboration, Verrat und Handlungszw�ngen: ein beklemmendes Kapitel europ�isch-j�discher Beziehungsgeschichte in der Zeit der Nazi-Herrschaft	A particularly dark chapter in the history of European-Jewish relations during the "Third Reich" involves the cooperation of individual Jewish Community leaders and functionaries with Nazi authorities, in particular the cooperation between a few single Jewish Community leaders and the Gestapo. This "cooperation" was partially born of the overall coercion, but in some cases was also marked by denunciation and betrayal. In order to avoid being deported themselves and to save their own skins, there were isolated cases of Jewish men and women who agreed to track down other Jews and hand them over to the authorities, knowing full well what they were doing.		Leiden	Brill	2019	17	Zeitschrift f�r Religions- und Geistesgeschichte	71				Between Collaboration, Betrayal and Action Constraints: an oppressive Chapter of European-Jewish Relationship History during the Period of Nazi Rule		 4	395	411		10.1163/15700739-07104004	Historisches Institut
OPUS4-49149	Wissenschaftlicher Artikel	Sch�ffler, Arnulf; Thim, Christof; Haase, Jennifer; Gronau, Norbert; Kluge, Annette		Willentliches Vergessen	Dieser Beitrag im Journal Gruppe. Interaktion. Organisation. stellt dar, wie willentliches Vergessen die Anpassung an notwendige Ver�nderungen f�r Individuen, Gruppen und Organisationen verbessert und wie willentliches Vergessen bewusst und gezielt gestaltet werden kann. Damit Verhalten in Folge einer notwendigen Ver�nderung angepasst wird, reicht es nicht aus, dass Menschen wissen was zu tun ist, willens und in der Lage sind ihr Verhalten zu ver�ndern. Eine Ver�nderung gelingt nur dann, wenn nur noch das neue Verhalten zur Anwendung kommt und nicht mehr das Alte, wenn das alte Verhalten vergessen wird. Der notwendige Prozess des willentlichen Vergessens ist durch Entfernen von Hinweisreizen, die die Erinnerung des zu Vergessenden und durch Platzierung von Hinweisreizen, die die Aktivierung des Neuen ausl�sen, gestaltbar. Der vorliegende Beitrag stellt die f�rderliche Wirkung von Hinweisreizen auf willentliches Vergessen dar, stellt sie im Rahmen des Berichts einer experimentellen Studie unter Beweis und gibt praktische Implikationen, wie f�r Individuen, Gruppen und Organisationen willentliches Vergessen gestaltet werden kann.		Wiesbaden	Springer	2019	13	Gruppe. Interaktion. Organisation. Zeitschrift f�r Angewandte Organisationspsychologie (GIO)	50						 2	197	209		10.1007/s11612-019-00466-0	Wirtschaftswissenschaften
OPUS4-50489	Wissenschaftlicher Artikel	Sorg, Bernhard		Zur Konstruktion eines transzendentalen �sthetischen Subjekts bei Bernhard und Jelinek			Berlin	De Gruyter	2019	11	Elfriede Jelinek und Thomas Bernhard
Intertextualit�t &#8211; Korrelationen &#8211; Korrespondenzen	154	978-3-11-063267-5					 	89	99		10.1515/9783110632675-008	Institut f�r Germanistik
OPUS4-50491	Wissenschaftlicher Artikel		Reinert, Bastian; G�tze, Clemens	Elfriede Jelinek und Thomas Bernhard	Trotz unz�hliger Forschungsbeitr�ge zur Literaturnobelpreistr�gerin Elfriede Jelinek und dem &#8222;Verweigerungsk�nstler" Thomas Bernhard wurde den Verbindungslinien beider Autoren noch nie vergleichend nachgegangen. Der Band erschlie�t zum 30. Todestag Bernhards (u. 15 Jahre Nobelpreis f�r Jelinek) anschaulich ein breit gef�chertes Spektrum an Themen, Perspektiven und Werken beider Schriftsteller im Vergleich. Mit einem Essay von Elfriede Jelinek.		Berlin	de Gruyter	2019	274	Untersuchungen zur deutschen Literaturgeschichte, 154		978-3-11-063267-5					 				10.1515/9783110632675	Institut f�r Germanistik
OPUS4-50493	Wissenschaftlicher Artikel	G�tze, Clemens		Dieses Interview hat mich v�llig dekonstruiert			Berlin	De Gruyter	2019	17	Elfriede Jelinek und Thomas Bernhard
Intertextualit�t &#8211; Korrelationen &#8211; Korrespondenzen	154	978-3-11-063267-5					 	113	129		10.1515/9783110632675-010	Institut f�r Germanistik
OPUS4-50498	Wissenschaftlicher Artikel	Riemer, Nathanael		Messianische Juden und ihr Beitrag zu deutsch-j�dischen und deutsch-israelischen Begegnungen			Berlin	De Gruyter	2019	28	Juden und Nichtjuden nach der Shoah : Begegnungen in Deutschland		978-3-11-057008-3					 	167	194		10.1515/9783110570083-013	Institut f�r J�dische Studien und Religionswissenschaft
OPUS4-49144	Wissenschaftlicher Artikel	Lambrecht, Jennifer; Bogda, Katja; Koch, Helvi; Nottbusch, Guido; Sp�rer, Nadine		Die Rolle der Kindergartenqualit�t	Neben famili�ren Merkmalen hat sich die Kindergartenqualit�t als bedeutsam f�r den Wortschatz von Kindergartenkindern gezeigt. Die drei Dimensionen der Kindergartenqualit�t, die Struktur&#8209;, Orientierungs- und Prozessqualit�t, wurden bisher jedoch nicht simultan und dom�nenspezifisch in Bezug auf den Wortschatz untersucht. In der vorliegenden Studie wird der Frage nachgegangen, wie die Dimensionen der Kindergartenqualit�t unter Ber�cksichtigung famili�rer Merkmale mit dem Wortschatz von Kindern auf Individual- und Kindergartenebene zusammenh�ngen. Die Datengrundlage bildete eine Teilstichprobe des nationalen Bildungspanels (&#8222;National Educational Panel Study", NEPS) mit N&#8239;=&#8201;1165 Kindern in 139 Kinderg�rten. Die durchgef�hrten Mehrebenenanalysen ergaben, dass zur Pr�diktion des Wortschatzes auf Individualebene die famili�ren Merkmale bedeutsam waren, w�hrend Unterschiede zwischen Kinderg�rten mittels der Kindergartenqualit�t erkl�rt werden konnten. Dabei waren alle drei Qualit�tsdimensionen relevant. Die Ergebnisse werden vor dem Hintergrund verschiedener Qualit�tskonzeptionen diskutiert.		Wiesbaden	Springer	2019	30	Zeitschrift f�r Erziehungswissenschaft	22				The role of pre-school quality: a multi-level analysis to predict pre-schoolers' vocabulary		 3	665	694		10.1007/s11618-019-00872-6	Department Erziehungswissenschaft
OPUS4-50479	misc	Reinert, Bastian; G�tze, Clemens		Einleitung: Intertextualit�t - Korrelationen - Korrespondenzen			Berlin	De Gruyter	2019	9	Elfriede Jelinek und Thomas Bernhard : 
Intertextualit�t &#8211; Korrelationen &#8211; Korrespondenzen	154	978-3-11-063267-5					 	1	9		10.1515/9783110632675-001	Institut f�r K�nste und Medien
OPUS4-50480	Wissenschaftlicher Artikel	Jelinek, Elfriede		Der Einzige und wir, sein Eigentum : ein Nachruf auf Thomas Bernhard			Berlin	De Gruyter	2019	4	Elfriede Jelinek und Thomas Bernhard : 
Intertextualit�t &#8211; Korrelationen &#8211; Korrespondenzen	154	978-3-11-063267-5					 	11	14		10.1515/9783110632675-002	Institut f�r Germanistik
OPUS4-50484	misc	Fischer, Stefanie; Riemer, Nathanael; Sch�ler-Springorum, Stefanie		Vorwort			Berlin	De Gruyter	2019	2	Juden und Nichtjuden nach der Shoah: Begegnungen in Deutschland		978-3-11-057008-3					 	VII	VIII		10.1515/9783110570083-001	Institut f�r J�dische Studien und Religionswissenschaft
OPUS4-49261	Wissenschaftlicher Artikel	Stockhorst, Stefanie	Niefanger, Dirk; Schnabel, Werner Wilhelm	Kriegerischer Patriotismus - akustische Nachahmung - g�ttliche Inspiration			Berlin, Boston	De Gruyter	2019	22	Johann Klaj (um 1616&#8211;1656): Akteur &#8211; Werk &#8211; Umfeld		978-3-11-066798-1					 	329	351			Institut f�r Germanistik
OPUS4-49260	Wissenschaftlicher Artikel	Stockhorst, Stefanie	Dehrmann, Mark-Georg; G�nther, Friederike Felicitas	Hippotheologie			Bern, Berlin, Bruxelles [u. a.]	Lang	2019	25	Brockes-Lekt�re : �sthetik &#8211; Religion &#8211; Politik		978-3-0343-3923-0					 	185	210			Institut f�r Germanistik
OPUS4-42615	Konferenzver�ffentlichung	Fitschen, Thomas; Br�hl, Tanja; Rathgeber, Theodor; H�fner, Klaus; Bloch, Yanina; Volger, Helmut		Herausforderungen f�r die gegenw�rtige deutsche UN-Politik	Am 30.&#8201;Juni&#8201;2018 fand die vierzehnte Konferenz des Forschungskreises �Vereinte Nationen zum Thema &#8222;Herausforderungen f�r die gegenw�rtige deutsche UN-Politik" statt. Die Konferenz widmet sich ihrem Schwerpunktthema in drei Vortr�gen, in denen einerseits die offizielle Sicht des Ausw�rtigen Amtes dargestellt und andererseits die Herausforderungen aus wissenschaftlicher Perspektive analysiert werden. Tanja Br�hl nimmt hierzu eine Gesamtbetrachtung der deutschen UN-Politik aus rollentheoretischer Sicht vor, w�hrend Theodor Rathgeber die deutsche Menschenrechtspolitik angesichts der im UN-Menschenrechtsrat bestehenden Herausforderungen untersucht. Der Band enth�lt drei weitere Texte, die Forschungsergebnisse zu aktuellen Entwicklungen pr�sentieren. Klaus H�fner er�rtert das aktuelle finanzielle Engagement Deutschlands in den Vereinten Nationen. Yanina Bloch zieht eine Bilanz nach den ersten acht Jahren der T�tigkeit von UN Women. Helmut Volger analysiert neue Fortschritte bei der Reform der Arbeitsmethoden des UN-Sicherheitsrates.		Potsdam	Universit�tsverlag Potsdam	2019	123	Potsdamer UNO-Konferenzen		978-3-86956-455-5					 13			urn:nbn:de:kobv:517-opus4-426154	10.25932/publishup-42615	MenschenRechtsZentrum
OPUS4-43147	Wissenschaftlicher Artikel	Fitschen, Thomas		Deutschland im Sicherheitsrat der Vereinten Nationen 2019 - 2020			Potsdam	Universit�tsverlag Potsdam	2019	11	Potsdamer UNO-Konferenzen		978-3-86956-455-5					 13	9	20	urn:nbn:de:kobv:517-opus4-431475	10.25932/publishup-43147	MenschenRechtsZentrum
OPUS4-49938	misc	Haag, Johannes; Hoeppner, Till		Errata zu: Denken und Welt - Wege kritischer Metaphysik. dzph. Band 67, 2019, Heft 1, S. 76-97	We begin by considering two common ways of conceiving critical metaphysics. According to the first (and polemical) conception, critical metaphysics analyzes nothing more than the form of thought and thereby misses the proper point of metaphysics, namely to investigate the form of reality. According to the second (and affirmative) conception, critical metaphysics starts from the supposed insight that the form of reality can't be other than the form of thought and is thus not required to analyze anything but that form. We argue that the first conception is too weak while the second is too strong. Then we sketch an alternative conception of critical metaphysics, a conception we find expressed both in Kant's B-Deduction and in the way Barry Stroud has recently investigated the possibility of metaphysics. According to such a conception, a properly critical metaphysics needs to proceed in two steps: first, it needs to analyze the most general and necessary form of any thought that is about an objective reality at all; second, it needs to investigate how that form of thought relates to the reality it purports to represent. But unlike Kant, Stroud remains sceptical regarding the possibility of a satisfying transition from thought to reality in metaphysics. We argue that this dissatisfaction can be traced back to a notion of objectivity and reality in terms of complete mind-independence. Then we sketch an alternative notion of objectivity and reality in terms of distinctness from subjects and acts of thinking, and argue that it is that notion that allows Kant, with his Transcendental Idealism, to make the transition required for any satisfying metaphysics, namely that from the form of thought to reality.		Berlin	De Gruyter	2019	2	Deutsche Zeitschrift f�r Philosophie : Zweimonatsschrift der internationalen philosophischen Forschung	67				Thought and the World - Paths of critical Metaphysics (vol 67, 2019, H. 1, pg 76-97)		 2	326	327		10.1515/dzph-2019-0888	Institut f�r Philosophie
OPUS4-44474	Teil eines Buches	Vladova, Gergana; Gronau, Norbert; R�dian, Sylvio		Wissenstransfer in Bildung und Weiterbildung			Berlin	Gito	2019	17	Digitale Transformation - gutes Arbeiten und Qualifizierung aktiv gestalten		978-3-95545-309-1					 	89	106			Sozialwissenschaften
OPUS4-44486	misc	Asche, Matthias	Hallermann, Heribert; Meckel, Thomas; Droege, Michael; De Wall, Heinrich	Ius emigrandi			Paderborn	Sch�ningh	2019	2	Lexikon f�r Kirchen- und Religionsrecht Bd. 2: F-K		978-3-506-78638-8					 	668	670			Historisches Institut
OPUS4-44439	Teil eines Buches	Ha�ler, Gerda; B�hm, Ver�nica Julia		La integraci�n de la aspectualidad como categor�a sem�ntico-funcional en la ling��stica espa�ola			Berlin, Boston	De Gruyter	2019	21	Clases y categor�as en la sem�ntica del espa�ol y sus interfaces	2019	978-3-11-063362-7					 	195	216			Institut f�r Romanistik
OPUS4-44487	Wissenschaftlicher Artikel	Asche, Matthias	Chihaia, Matei; Eckert, Georg	Dynastietreue und Landesidentit�t			M�nster	Aschendorff	2019	8	Kolossale Miniaturen : Festschrift f�r Gerrit Walther		978-3-402-13411-5					 	89	97			Historisches Institut
OPUS4-44488	Wissenschaftlicher Artikel	Asche, Matthias	Braun, Karl-Heinz; Brechenmacher, Thomas; Damberg, Wilhelm; F��el, Amalie; Kampmann, Christoph; K�rntgen, Ludger; L�ffler, Bernhard; Schindling, Anton	Der Augsburger Religionsfrieden von 1555			Freiburg im Breisgau	Herder	2019	35	Historisches Jahrbuch		978-3-451-38586-5					 139	31	66			Historisches Institut
OPUS4-44489	Wissenschaftlicher Artikel	Asche, Matthias		Wie tolerant waren die Hohenzollern?			Berlin	Elsengold	2019	7	Die Hugenotten in Berlin (= Berliner Geschichte. Zeitschrift f�r Geschichte und Kultur)	2019	978-3-96201-024-9					 	34	41			Historisches Institut
OPUS4-42944	Dissertation	Schulze, Tanja		Untersuchungen zur Entwicklung und Synthese neuartiger Gelenkst�be basierend auf Oligospiroketalen					2019	174								 					Institut f�r Chemie
OPUS4-43789	Buch (Monographie)		Stam, Fabian; Werkmeister, Andreas	Der Allgemeine Teil des Strafrechts in der aktuellen Rechtsprechung	Die Strafrechtsdogmatik ist in Deutschland traditionell gekennzeichnet durch einen intensiven Dialog zwischen Rechtsprechung und Wissenschaft. Der vorliegende Band will sich hieran beteiligen und enth�lt die Beitr�ge einer Arbeitstagung von Nachwuchswissenschaftlerinnen und -Wissenschaftlern, die acht &#8222;klassische" Fragestellungen aufgriff, die die Rechtsprechung in j�ngster Zeit besch�ftigt haben. Die Beitr�ge befassen sich mit den Bestimmtheitsanforderungen an Blankettstrafgesetze (Dorneck), der Abgrenzung von Mitt�terschaft und Beihilfe (Ligocka), Fragen der Beihilfestrafbarkeit durch den Dienst in NS-Konzentrationslagern (Leite), der Beteiligung durch Unterlassen (Li), der Unterlassensstrafbarkeit bei eigenverantwortlicher Selbstgef�hrdung des Opfers (Werkmeister), dem materiell-rechtlichen Gehalt und prozessualen Nachweis des Eventualvorsatzes (Mengler), der Erforderlichkeit der Notwehrhandlung (Pest) und Notstandshandlungen zugunsten von Kollektivrechtsg�tern (Stam).		Baden-Baden	Nomos	2019	187	Beitr�ge zum Strafrecht ; 1		978-3-8487-5583-7					 					Strafrecht
OPUS4-43790	Teil eines Buches	Mengler, Till		Materiell-rechtlicher Gehalt und prozessualer Nachweis des Eventualvorsatzes im Spiegel der h�chstrichterlichen Rechtsprechung			Baden-Baden	Nomos	2019	12	Der Allgemeine Teil des Strafrechts in der aktuellen Rechtsprechung		978-3-8487-5583-7					 	123	135			Strafrecht
OPUS4-43794	Wissenschaftlicher Artikel	Stam, Fabian		Notstandshandlungen zugunsten von Kollektivrechtsg�tern am Beispiel des Tierschutzes - �berlegungen anl�sslich des Urteils des OLG Naumburg vom 22.2.2018 - 2 Rv 157/17			Baden-Baden	Nomos	2019	15	Der Allgemeine Teil des Strafrechts in der aktuellen Rechtsprechung		978-3-8487-5583-7					 	171	186			Strafrecht
OPUS4-43809	Teil eines Buches	Ha�ler, Gerda	Lavric, Eva; Konecny, Christine; Konzett-Firth, Carmen; P�ckl, Wolfgang; Messner, Monika; Jacinto Garcia, Eduardo	Aspektualit�t und Aspekt in �bersetzungen zwischen romanischen Sprachen und dem Deutschen			Frankfurt am Main et al.	Peter Lang	2019	18	Comparatio delectat III. Akten der VIII. Internationalen Arbeitstagung zum romanisch-deutschen und innerromanischen Sprachvergleich, Innsbruck, 29.8.-1.9.2016 : Teil: 2. Band	2019	978-3-631-76805-1					 	721	739			Institut f�r Romanistik
OPUS4-43810	Dissertation	Keulen, Konstantin; Keulen, Kornelius		Im Netz der Zeit	In der vorliegenden Schrift, die aus der Dissertation der Zwillinge Konstantin und Kornelius Keulen im Fach Philosophie hervorgegangen ist, werden die vielf�ltigen Verwebungs- und Vernetzungszusammenh�nge des Internet zeit- und ereignisphilosophischer Ausdeutung weist nach Meinung der Autoren den Weg, das Konglomerat Internet als technomediales menschliches Produkt in seinen sozio-kulturellen, politisch-�konomischen und psychosozialen Komplexit�ten ausdeutbar zu machen.		Berlin	trafo	2019	445	Hochschulschriften ; 56		978-3-86464-170-1					 					Institut f�r Philosophie
OPUS4-44293	Buch (Monographie)	Baumann, Julia Nina		ZwischenWelten in einer verlorenen Zeit			Potsdam	WeltTrends	2019	163			978-3-947802-46-3					 					WeltTrends e.V. Potsdam
OPUS4-44279	Buch (Monographie)		M�ller, Heike	Brandenburg auf dem Weg in die Zukunftsf�higkeit?			Potsdam	WeltTrends	2019	52	Forum Entwicklungspolitik Brandenburg		978-3-947802-31-9					 9					WeltTrends e.V. Potsdam
OPUS4-44280	Wissenschaftlicher Artikel	M�ller, Heike		Mit Nachhaltigkeit ins postfossile Zeitalter			Potsdam	WeltTrends	2019	2	Brandenburg auf dem Weg in die Zukunftsf�higkeit?		978-3-947802-31-9					 	2	3			WeltTrends e.V. Potsdam
OPUS4-44281	Wissenschaftlicher Artikel	M�ller, Heike		Highlight entwicklungspolitischer Arbeit in Brandenburg			Potsdam	WeltTrends	2019	2	Brandenburg auf dem Weg in die Zukunftsf�higkeit?		978-3-947802-31-9					 	25	26			WeltTrends e.V. Potsdam
OPUS4-44282	Wissenschaftlicher Artikel	Melzer, Harald; M�ller, Heike; Pr�fer, Uwe		Aus der Arbeit des 10. Round Table Entwicklungspolitik Land Brandenburg (RTEP) vom 8.4.2019			Potsdam	WeltTrends	2019	11	Brandenburg auf dem Weg in die Zukunftsf�higkeit?		978-3-947802-31-9					 	31	42			WeltTrends e.V. Potsdam
OPUS4-44283	Wissenschaftlicher Artikel	Pr�fer, Uwe		Zur Erhebung �ber Aktivit�ten f�r eine globale nachhaltige Entwicklung in Brandenburger Kommunen 2018			Potsdam	WeltTrends	2019	2	Brandenburg auf dem Weg in die Zukunftsf�higkeit?		978-3-947802-31-9					 	43	45			WeltTrends e.V. Potsdam
OPUS4-44284	Wissenschaftlicher Artikel	Pr�fer, Uwe		Mit Kenia Brandenburg entwickeln?			Potsdam	WeltTrends	2019		Brandenburg auf dem Weg in die Zukunftsf�higkeit?		978-3-947802-31-9					 	4				WeltTrends e.V. Potsdam
OPUS4-44413	Dissertation	Wardecki, Bartek		Berlin, Leipziger Stra�e 3-4	In der Leipziger Stra�e 3-4 in Berlin, in der seit Herbst 2000 der Deutsche Bundesrat residiert, waren seit jeher bedeutende Institutionen angesiedelt. 1904 errichtet f�r das Preu�ische Herrenhaus, wurde das Geb�ude nach dem Ersten Weltkrieg von den Arbeiter- und Soldatenr�ten genutzt. In der Weimarer Republik teilten sich der Preu�ische Staatsrat und das Preu�ische Wohlfahrtsministerium das Haus. Im Nationalsozialismus arbeiteten hier u. a. das Reichskirchenministerium und die Reichsstelle f�r Raumordnung. Bartek Wardecki bietet eine vollst�ndige Darstellung der Geschichte dieser ber�hmten Adresse sowie eine �bersicht �ber ann�hernd 1000 Veranstaltungen, die hier ausgerichtet wurden.		Berlin	be.bra wissenschaft Verlag	2019	382			978-3-95410-235-8					 					Historisches Institut
OPUS4-44419	Dissertation	Kobelt, Doreen		Was bleibt?	In der j�dischen Familie im 19. Jahrhundert hatte das Testament prim�r die Funktion eines Rechtsakts. Mittels der Theorie der Gabe des franz�sischen Anthropologen Marcel Mauss untersucht Doreen Kobelt in diesem Band, wie das Testament auch als eine Art Spiegel innerfamili�rer Ver�nderungen gelesen werden kann. Zentrale Bedeutung kommt dabei der Mitgift der Frau zu. Diese war im 19. Jahrhundert in der Mehrheitsgesellschaft wie auch in der innerj�dischen Debatte zunehmend umstritten. F�r die vorliegende Studie wurden 656 Testamente aus Hamburg und Altona mithilfe quantitativer und qualitativer Methoden analysiert. Neben vielen bisher unbekannten Testierenden werden auch die Familien Heine und Warburg betrachtet.		Berlin	be.bra wissenschaft Verlag	2019	361	Potsdamer j�dische Studien ; 5		978-3-95410-256-3					 					Historisches Institut
OPUS4-44398	Teil eines Buches	Ha�ler, Gerda		La r�ception du Cours de linguistique g�n�rale en Allemagne et en Espagne			Paris	Presses Sorbonne Nouvelle	2019	8	H�ritages, r�ceptions, �coles en sciences du langage : avant et apr�s Saussure		978-237-906-030-4					 	191	199			Institut f�r Romanistik
OPUS4-44400	Buch (Monographie)	Schmid, Herta	Krehl, Birgit	Literatur als Kunst			Berlin, Bern u.a.	Peter Lang	2019	396	Slovo ; Band 3		978-3-631-74530-4					 					Philosophische Fakult�t
OPUS4-44338	Buch (Monographie)	Krauskopf, Karsten; Rogge, Franziska; Salzberg-Ludwig, Karin; Knigge, Michel		F�rderplanung im Team f�r die Sekundarstufe (FiT-S)			M�nchen	Reinhardt	2019	124			978-3-497-02889-4					 					Department Erziehungswissenschaft
OPUS4-44357	Dissertation	Kulawiak, Pawel P.		Soziale Inklusion von Schulkindern mit sonderp�dagogischem F�rderbedarf	Zwei grundlegende Herausforderungen der sozialen Inklusionsforschung werden im vorliegenden Beitrag erl�utert: Die Operationalisierung sozialer Inklusion sowie sonderp�dagogischer F�rderbedarfe. Anhand der dargelegten Forschung wird untersucht, ob die beiden methodischen Aspekte zu fehlerhaften Schl�ssen und widerspr�chlichen Forschungsergebnissen �ber die soziale Inklusion von Kindern mit sonderp�dagogischem F�rderbedarf f�hren. Dementsprechend wird die Vermeidung fehlerhafter Schl�sse und widerspr�chlicher Forschungsergebnisse mittels einer Optimierung der Operationalisierung sozialer Inklusion sowie sonderp�dagogischer F�rderbedarfe thematisiert. Die vorliegende Forschung fokussiert sich hierbei vorrangig auf die soziometrischen Methoden zur Erfassung sozialer Inklusion sowie auf schulisches Problemverhalten im Sinne des F�rderbedarfs emotional-soziale Entwicklung (insbesondere internalisierende aber auch externalisierende Verhaltensprobleme).				2019									 					Department f�r Inklusionsp�dagogik
