title	abstract	pdf
Genetic database of Hirschsprung’s disease and germ cell tumours in childhood	"A review of the extensive scientific literature in relation to the genetic origin of  hepatoblastoma, neuroblastoma, nephroblastoma (Wilms’ tumour), retinoblastoma and of Hirschsprung’s disease was conducted and a database of the genetics of the germ cell tumours and a particular malformation in childhood was created. A search was performed using medline with the following 4 criteria: defined paediatric surgical disease, genetics, age of the patient (0-18 years), and the period of publication 1995-2001. The results presented here consolidate the conclusions of the various researchers. Particular attention is focused on changes in the chromosomes and genes and the connection between the diseases.

In relation to the pathogenic development of hepatoblastoma an extensive range of chromosomes and genes were identified, leading to the conclusion that the development of this tumour is due to several factors. The chromosomes 1, 3, 11, 14, 16, the X chromosome and the genes WT-1, WT-2, WT-3, VHL and the c-met protooncogene were found to contribute to the development of the Wilms’ tumour. The research suggested that retinoblastoma develop through two successive mutations of the RB-1 gene on chromosome 13q14. In the case of neuroblastomas the relevant factors were: N-myc gene amplification, a chromosome 1p deletion and a lack of CD44 gene expression. The development of Hirschsprung’s disease is multifaceted  and involves the chromosomes 2, 10, 13, 20,21 and the X chromosome, as well as the genes RET, EDN3, EDNRB, GDNF, ECE1, SOX10, SIP1.

In conclusion, the pathogenic development of germ-cell tumours and Hirschsprung’s disease is not yet fully determined. The aggregation of the various research results into a database would be a useful starting point in the quest to analyse the correlation between different contributory mechanisms."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/44591/pdf/deswarsjetztaberwirklich.pdf?sequence=1&isAllowed=y
Effects of stent coating with C1/C3 complement inhibitors on the rate of restenosis in New Zealand White Rabbits	"Background
Although intraarterial placed stents can minimize decisively the negative effects after angioplasty, they still stay susceptible to the development of restenosis, which is mainly caused by neointimal hyperplasia. Inflammation plays an important role in the pathophysiology of in-stent restenosis. In this animal study the effects of stent-based delivery of C1/C3 complement inhibitors were determined. The purpose was to analyze inflammation response after stent application and to find possible therapeutic effects of the used substance on neointimal proliferation.

Methods
Uncoated stents (without hydrogel or C1/C3 complement inhibitors, n = 15), and hydrogel-coated stents with (n = 14) or without (n = 7) C1/C3 complement inhibitors were deployed in the infrarenal aorta of New Zealand White Rabbits, which were killed four days or six weeks after implant. After processing, morphometric and histologic analysis of the tissue sections were performed. 

Results
Stent coating with C1/C3 complement inhibitors doesn’t lead to significant inhibition of neointimal proliferation. The used hydrogel detached from the stent and caused excessive inflammation, which resulted in a large neointimal area. In comparison with hydrogel coating alone, the therapy group had a clear decreased inflammation response in conjunction with reduced neointimal proliferation. 

Conclusions
The stent coating used in this study is not an alternative for the use of stainless steel stents. However, findings suggest that the hydrogel coating was the main problem, which caused an excessive stimulation of tissue inflammation. Furthermore, the dose of inhibitors was probably not sufficient for inhibition of inflammatory response. In conjunction with another basis coating, which doesn't stimulate the inflammation, C1/C3 complement inhibitors could absolutely be used as a local delivered drug and might be helpful for prevention of in-stent restenosis."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/44585/pdf/Diss_JTr_04.pdf?sequence=1&isAllowed=y
Ischemic and Pharmacological Preconditioning of Pig Hearts in the Working-Heart-Model	"Ischemic preconditioning increases the myocardial ischemic tolerance. Heat shock proteins (HSP) initiate this mechanism. Herbimycin A induces HSP in vitro in cardiomyocytes. The aim of this study was to examine in a big animal model whether this protective effect is inducible in vivo by Herbimycin A.
21 piglets (10.6 ± 1.2 kg) were divided into the groups no preconditioning (NP = control), ischemic preconditioning (IP), and pharmacological preconditioning (PP, n = 7 each). Herbimycin A was given 16 h before cardiac donor explantation. In the ischemic group one diagonal branch was ligated three times for the duration of 3 min and in intervals of 5 min before preexplantation cardioplegia (5 min, cold, antegrade, blood). All hearts were explanted and stored for 90 minutes. After reperfusion with homologous pig blood stroke-work-index (SWI) was measured continuously in an ex situ working heart model for two hours. Samples for morphological and biochemical parameters were taken before ischemia, and two hours later (myocardial water content, light microscopy for hypercontraction bands, apoptotic cell nuclei, Caspase-3, HSP70, troponin-I, lactate). During the first 30 min working heart, the SWI was significantly higher in the IP-group (9,38 ; interquartile range (IQR) 6,66-13,29 10³dyn×cm×beats-1×g-1) than in the other groups (PP: 6.4 , NP: 6.3 ; p<0,001). 
The lactate value at the beginning was significantly higher in the PP-group (0,75 (IQR: 0,55-1,23) mmol/l) than in the other groups (IP 1,4; NP 2,1; p<0,05). The decrease of the HSP-content was significantly higher in the PP-group than in the other groups (p<0,05). All further parameters did not differ between groups.
Myocardial protection by ischemic preconditioning is effective. The agent Herbimycin A does not work for pharmacologic preconditioning in vivo."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/44637/pdf/diss_als_pdf.pdf?sequence=1&isAllowed=y
Comparison of metabolic active, transcobalamin II-bound vitamin B12 and total vitamin B12 : A new laboratory test	"Transcobalamin II (TC II) is the relevant vitamin B12-binding protein. Through TC II only, the cobalamin, circulating in the bloodstream, becomes biologically available. Therefore TC II is gaining more and more importance in the diagnostics of vitamin B12 deficiency. Moreover, the existing methods to determine vitamin B12 show weaknesses and lead to false diagnoses. In order to use TC II as a diagnostic parameter, a suitable laboratory test is required.
The provided thesis compares the new Holo TC RIA (Axis Shield) with the ADVIA Centaur’s testkit for vitamin B12 (Bayer) and with the urinary excretion (Schilling) test. All three can be used in the diagnostics of vitamin B12 deficiency. The Holo TC RIA is evaluated for the test quality as well as its feasibility in the standard laboratory according to various criteria. This also includes the determination of the reference interval for TC II-bound vitamin B12.
The investigation was based on 119 blood samples from patients (University Hospital Tübingen) as well as 112 blood samples from donators (Blood bank Tübingen).
We determined the following precision values, which are also accepted for other laboratory paramters: intra-assay-standard deviations of 3,28 pmol/l (freezer storage), 5,31 pmol/l (refridgerator storage) and 4,67 pmol/l (storage at room teperature), respectively. The inter-assay-standard deviation was 3,13 pmol/l with a total standard deviation of 6 pmol/l. We considered the precision of the Holo TC RIA as sufficient.
As the test is not automated yet, it has to be attended to a standardised performance of the analyses. In addition to execution, the time and the temperature of sample storage have effects on the results. But the latter are only important when having very long storage times which are, however, not seen in daily practice.
The reference interval for TC II-bound vitamin B12 in serum or plasma was determined by three different calculation methods. It reaches from 20 to 90 mol/l in men. Women show concentrations of TC II-bound vitamin B12 which are in average 13 pmol/l lower than in men.
As shown in the presented method comparison of the Holo TC RIA and the vitamin B12 testkit for the ADVIA Centaur about 20 to 25% of the vitamin B12, circulating in the bloodstream, are bound to TC II. No linear relationship between TC II-bound vitamin B12 and total vitamin B12 was found. Therefore it is not recommended to transform the aforementioned values by using a conversion factor. The direct determination of TC II-bound vitamin B12 is indicated to come up with proper therapeutic procedures.
The comparison of the Holo TC RIA with the Schilling test as the reference method using blood samples of 14 probands showed the following: If the value for TC II-bound vitamin B12 was determined within the new reference interval, the Schilling test was normal, too (specifity of 100%). On the other side the sensitivity of the Holo TC RIA was reduced to 50%.
Altogether, the new Holo TC RIA is a suitable laboratory test to determine TC II-bound vitamin B12. The application of this test in the diagnostics of vitamin B12 deficiency might be less useful in patients suffering from several diseases such as liver and kidney malfunction as well as lymphoproliferative disorders as these may lead to increased levels of TC II-bound vitamin B12."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/44586/pdf/Schrempf_HoloTCII.pdf?sequence=1&isAllowed=y
Evaluation of the photodynamic diagnosis on basal cell carcinoma with 3-d-histology	"BACKROUND: Topical application of 5-aminolevulinic acid (5-ALA) is supposed to be an useful instrument for photodynamic diagnosis (PDD) of epithelial skin tumours. Via the haem biosynthetic pathway 5-ALA, which accumulates after application in neoplastic tissues, is converted into the endogenous photosensitizer protoporphyrin IX (PpIX). PpIX produces an intensive red fluorescence when exposed to Wood`s light (350-400nm) illumination. This tumour-specific fluorescence is thought to be a very promising diagnostic method to detect skin malignancies and their peripheral borders.
OBJECTIVES: To determine whether PDD with 5-ALA can improve the diagnosis and surgical results of basal cell carcinoma.
MATERIAL AND METHODS: We examined 91 clinically defined basal cell carcinomas of all histological types on 61 patients with PDD. A 20% 5-ALA-Cream was applied topically on the suspicious lesions with a 1cm margin. After 4h of occlusion the clinical margins were marked, then the treated area was illuminated with Wood`s light and the additional fluorescent spots were marked too. The so determined area was excised with an adequate safety margin and examined by complete histology of the excised margins (3-d-histology).
RESULTS: We observed a tumour free demarcation from normal surrounding tissue in only 41% of all cases, though in 89% of these positive cases the clinical margins and the PDD-marked margins were congruent. In these cases PDD did not accomplish new informations. In 59% of all cases PDD showed false negative histology, false positive histology or both.
CONCLUSION: We consider PDD with 5-ALA to have no significant benefit in the diagnosis of basal cell carcinoma; on the contrary in many cases subclinical tumour parts remained undetected by PDD. On the other hand in many other cases PDD led to the excision of nonmalignant tissue or it did not provide any new information compared to the clinical diagnosis and appeared to be unnecessary. In addition the unspecifity of PDD with topical 5-ALA indicates insecurities regarding the photodynamic therapy (PDT) of epithelial skin tumours as well."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/44596/pdf/Arbeit_komplett_ALA_und_IV.pdf?sequence=1&isAllowed=y
The influence of a non-steroidal antiinflammatory drug on scar formation after spinal cord injury	"Acute inflammation following spinal cord injury results in secondary injury and promotes glial scar formation (reactive astrogliosis and extracellular scar formation). Glial scar is a chemical and mechanical barrier for regenerating axons. 
Cyclooxygenases (COX) are key enzymes in the conversion of arachidonic acid into prostanoids which mediate immunomodulation, mitogenesis, apoptosis, blood flow and inflammation. The non-steroidal antiinflammatory drug Indometacin is a potent non-selective cyclooxygenase inhibitor. In this study the impact of COX inhibition (Indomethacin, 1mg/kg, i.p.) on glial scar formation (reactive astrogliosis, extracellular matrix, ECM, formation) following experimental spinal cord injury in rat was investigated by immunohistochemistry. Unspecific COX inhibition over 3 and 14 days resulted in significantly reduced numbers of lesional COX-1+ and COX-2+ cells. Indometacin treatment significantly reduced numbers of activated astrocytes as compared to controls. Furthermore, at day 14, average length and width of fibronectin+ ECM structures were significantly diminished by 50%. Delay and reduction of scar formation after spinal cord injury by cyclooxygenase blockade suggests an adjuvant approach to prolong the therapeutic time frame for neuroregenerative, pharmakological and cellular interventions."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/44603/pdf/Dissertation.pdf?sequence=1&isAllowed=y
Ways - 'errors' in the diagnosis and treatment of ADHD (Attention Deficit Hyperactivity Disorder)	"Objective
To evaluate the ways ""errors"" in the diagnosis and treatment of Attention Deficit Hyperactivity Syndrome.

Design
Retrospective study evaluation of questionnaires and consultation records of the database during the diagnostic search.

Setting
52 children and adolescent patients in a clinic of child and adolescent psychiatry and their families were interviewed regarding the diagnostic process and their history.

Intervention
Examination of ten hypothetical assumptions results there was evidence that beside desolate regional provision of services for child and adolescent psychiatry as well as the psychotherapeutic provision, the initial consulting physician showed a lack of information regarding the subject and those resulted in the diagnosis being delayed. There was evidence that a delay in the diagnosis was most likely due to an inefficient experience and education on behalf of the consulting physician than it being correlated to the intensity of symptoms.
Parents, nursery nurses and teachers see their children usually early as being ""different"", and present them because of this to paediatricians and advisory groups. But many years go by before the diagnosis of ADHS is made and appropriate treatment started.
We found often secondary disturbances and a failed school pathway. The need for expensive social services input in that group of affected children is significantly higher. The interviewed parents complained that the lack of resources and information as well as the ignorance and weak engagement of different institutions made them feel left alone and misunderstood with their ""problem child"". Altogether we found that regardless of regional lack of resources a collaboration between different institutions and the improved standard of information showed positive effects. To name are a number of meetings held and papers presented in medical journals over the last years as well the acceptance in the treatment with a psychopharmacological drug of this syndrome."	
Separation of parents: How is it conveyed to children? How does the content of the communication influence the separation experience of children?	On the basis of 45 expert opinions of custody cases involving 89 children dating from 1996-1999 and of 62 questionaires answered by the parents it was examined, how the parents told their children about the impending separation. We were interested if the way the parents told their children and the contents of the communication had an impact on coping with the separation. We found that only 48.9% of the families talked about the separation. 35.5% of the children were not informed, 12.4% of the children were not told the truth by their parents. There was no clear connetion between the way children were informed and their coping behavior. Yet it could be shown that talking to the children had a positive effect on the relationship between the father and the child. The discussion of the results will point out the complexity and importance of this topic which has not been sufficiently considered in the literature and by parents planning a divorce. Yet looking at the rising divorce rate one can see how highly topical it is and will remain in the future.	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/44597/pdf/Druckversion.pdf?sequence=1&isAllowed=y
Evaluation of a VR (virtual reality) system used for the planning of a surgical operation at the lateral skull-base	"The subject of this thesis was to determine the clinical validity of a CT (computer tomography)-based simulation of the implantation of an electronic hearing device in a VR surrounding with an already introduced, reasonable and commercially available VR system. We employed the system for a series of 29 temporal bones of human cadavers and for a series of 25 patients.

After processing the informations based on CT-scans, the resulting three-dimensional surfaces were transferred to two different test procedures. At first the dimension of the anatomical correspondence between the real and the virtual mastoidectomy was determined by the ""surfacer test"".  After that, in the ""fitting-test"", it was possible to simulate the implantation process in the VR surrounding by bringing together the CAD data of the hearing aid modules and the contours of the temporal bones after virtual mastoidectomy. Afterwards the results concerning the implantability in the VR environment and the implantability in the real operation were compared.

A high registration quality between the resulting surfaces of the temporal bones which were operated in the virtual reality surrounding and the temporal bones which were operated in reality was reached for all patients. This was the basis for the usability of the ""surfacer test"". The ""surfacer test"" itself proved the excellent correspondence between the real and the virtual mastoidectomy. In those for the implantation relevant regions of the temporal bone the anatomical differences between the real and the virtual mastoidectomy were predominantly maximally 1 mm.

The ""fitting test"" took on an average 90 minutes, including the time, which was needed to process and to transfer the CT based information into the VR environment. The simulation of the implantation itself could be visualized in real time. Regarding the series of temporal bones of human cadavers and the series of patients, the prediction of the ""fitting test"" concerning the implantability was in 94% correct. Difficulties with the installation or reasons for a failure of the operation could be predicted precisely.

The used CT based VR system has turned out in this work well servable and stable. The simulation results were very precise and showed a high prediction exactness. The excellent clinical applicability of the VR system in and anatomically complicated an interindividually very variable body region for the preoperative planning and simulation could be indicated. 

Therefore, the advancement of the used VR system and its application for preoperative planning in other body regions seems recommendable. In future the system should be improved by summarizing single working steps in order to reduce the time which is needed to process the data. Besides, the aim should be the integration of three dimensional visualization technologies in order to simplify the exact localization of objects in VR surroundings."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/44622/pdf/Doktorarbeit_Endversion_ok_V1.pdf?sequence=1&isAllowed=y
Evaluation and dose-finding of fosmidomycine in adult patients with plasmodium falciparum-malaria in Lambaréné, Gabun	"Every year plasmodium falciparum causes more than 1 million dead and up to 200 million clinical cases in Africa alone. The continuing spread of resistance of plasmodium falciparum to commonly used antimalaria drugs reduces the available therapeutic options. Effective and safe antimalarials with new methods of action are urgently required. Fosmidomycine is a new antimalarial drug with a novel mechanism of action. Recently, fosmidomycine has been shown to possess activity against plasmodium falciparum: fosmidomycine has a novel mode of action by inhibiting DOXP-reductoisomerase, an enzyme which is absent in humans. No other chemotherapeutic acting on this enzyme has ever been used in malaria treatment.

The study was conducted from January until December 2001 in the Albert Schweitzer Hospital in Lambaréné, Gabon. 43 patients with acute uncomplicated plasmodium falciparum malaria aged 18 to 50 years were invited to participate in the study. The study had two parts: a proof-of-principle study to show the efficacy of fosmidomycine with a treatment phase lasting 7 days and a dosage of 1.2 g 3x / day and a follow-up of 21 days. The second part was concipated as a dose-finding study with reduction of treatment time.

Our findings indicate that fosmidomycine is an effective, new chemotherapeutic for acute uncomplicated malaria. Under a regimen of 7/5/4/3 days the cure rate on day 14 was 100%/ 89%/ 88%/ 60%. The result of the 4-day regimen is highly satisfying, however the shorter 3-day-regimen was not sufficient for the required 80 % cure rate. 
Asexual parasites were rapidly cleared with fosmidomycine with a mean parasite clearance time of 47 hours. This result is comparable with the parasite clearance time of common antimalarials as chloroquine (54 hours) and sulfadoxine-pyrimethamine (42 hours). Also fever was cleared rapidly after a mean time of 26 hours.
Fosmidomycine appears to be well tolerated. All adverse events were nonserious and mild or moderate in intensity.  In common with the adverse-effect profile of the earlier studies, gastrointestinal symptoms of loose stools, flatulence and diarrhea were most reported (in 55%). These symptoms may be the result of poor absorption of the drug and its antibiological activity influencing the alteration in the intestinal flora.
Fosmidomycine has no gametocytocide action: the significant increase of gametocyte carriers after treatment (p<0.0001) is a worry, because of the potential risk to enhance transmission.

The rapid and effective action of fosmidomycine in achieving clinical and short-term parasitological cures, in addition to its tolerability, are properties that should be exploited. Its use as a single agent is restricted by the occurrence of recrudescent infections. However, its role in combination therapy should be explored. Further studies on combinations of fosmidomycine with other antimalarial drugs are needed to assess its safety and efficacy and to boost efficacy while benefiting from a shorter and simpler treatment regimen. Furthermore, the gametocytes-inducing effect should be reduced."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/44589/pdf/Fosmidomycin_bei_Plasmodium_falciparum-Malaria.pdf?sequence=1&isAllowed=y
Survivin is a shared tumor-associated antigen expressed in a broad variety of malignancies and recognized by specific T cells	Survivin, a member of the inhibitor of apoptosis protein family, is expressed in almost all types of malignancies making this protein a useful tool for the development of broadly applicable vaccination therapies. We utilized a recently identified HLA-A2 binding peptide and dendritic cells (DC) from healthy donors to induce survivin specific CTL in vitro. These T-cells efficiently lysed target cells pulsed with the cognate peptide. Furthermore, survivin specific CTL recognized HLA-A2 matched tumor cell lines and primary malignant cells from leukemia patients in an antigen specific and HLA-restricted manner as demonstrated using cold target inhibition assays and blocking antibodies. To validate the immunogenicity of survivin we performed the experiments in an autologous setting and used monocyte derived DC as targets. Interestingly, we found that DC upregulate survivin expression upon stimulation with TNF-a. However, these mature DC were not recognized by survivin specific CTL while they lysed autologous mature DC pulsed with the antigenic peptide or transfected with whole tumor RNA purified from a survivin expressing cell line. To further analyze the possible use of survivin specific CTL in cancer therapies, we induced survivin specific CTL using PBMNC and DC from a patient with chronic lymphocytic leukemia (CLL). The in vitro generated T-cells efficiently recognized autologous malignant CLL cells while they spared autologous purified non-malignant B-cells or DC. Our results demonstrate that survivin epitopes are presented on a broad variety of malignancies and can be applied in vaccination therapies.	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/44650/pdf/DRArbeit31052005.pdf?sequence=1&isAllowed=y
Influence of underlying disease on the outcome of critically ill patients with acute renal failure	"Background and objective: The development of acute renal failure (ARF) in critically ill patients is associated with an increase in hospital mortality. Recently, it was shown that starting renal replacement  therapy early and using high-filtrate flow rates can improve the outcome, but this could not be confirmed in later investigations. Studying selected patient subgroups could provide a useful basis for patient selection in future trials evaluating the outcome of renal replacement therapies. We, therefore, investigated the impact of the underlying disease on the outcome of patients with ARF.
Methods: We retrospectively analysed 306 patients with ARF who were treated with renal replacement therapy. Patients were classified according to six initial diagnosis groups: haemorrhagic shock, post-cardiac surgery, post-liver transplantation, trauma, severe sepsis and miscellaneous. Univariate and multivariate multiple logistic regression analysis was used to determine which factors influenced the outcome.
Results: Underlying disease proved to be the only independent risk factor for mortality that was present at intensive care unit (ICU) admission (p = 0.047). Patients with severe sepsis had a significantly higher mortality rate (68%) than ARF patients as a whole (51%) (p = 0.02). Length of stay in the ICU, the use of catecholamines, the delay before ARF onset, and the correlation between APACHE II score and ICU length of stay proved to be additional independent predictors of outcome.
Conclusions: Patient selection and subgroup definition according to the underlying disease could augment the usefulness of future trials evaluating the outcome of ARF."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/44602/pdf/Dissertation_2.pdf?sequence=1&isAllowed=y
"""Muscarinic acetylcholine receptors in the human melanoma - modulation of chemotaxis"""	The aim of the present study was to demonstrate a correlation between the expression of muscarinic receptors and cell migration. In an immunohistochemical study of the muscarinic receptors in human melanoma tissue, melanoma cells and polymorphnuclear granulocytes (PMN) showed intense staining. To clarify this observation, and to find an easily accessible model of the muscarinic system in migrating cell, the muscarinic receptor expressed by PMN and the human melanoma cell line SK-Mel 28 was characterized. Furthermore, migration assays were performed to show the modulation of chemotaxis by stimulation of the muscarinic receptor in the melanoma cell line SK-Mel 28.	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/44613/pdf/boss_doktorarbeit.pdf?sequence=1&isAllowed=y
Antiinflammatory coated stent with C1-Esterase-inhibitor to prevent restenosis at New Zealand White Rabbits	"In this study, the effect of a coated stent with C1-Esterase-inhibitor at an animal model was explored. One objective was to discuss the significance of inflammation by time after PTA and stent implantation in respect of neointima and restenosis. Secondly, the differences in the pathophysiology between aorta - treated with PTA - and aorta - treated with PTA and stent were to figure out. In addition, the statement question was to proof if restenosis can be lowered by a coated stent, covered with an anti-inflammatory C1-Esterase-inhibitor. The mechanism would be an interruption of the complement cascade with complement inhibitors and limitation or prevention of inflammation.
Before the start of the operation, atherosclerotic plaques were induced by a 28 day diet of 0,5% cholesterin in the food. 44 male New Zealand White Rabbits were undergone a PTA and an implantation of a stent in the aorta abdominalis. The experiments were completed after 2 days, 4 days and 6 weeks past operation. The preparations were processed, coloured and analysed morphometrically and histopathologically. The total population of animals was separated into three different groups to be tested: aorta treated with PTA (Ao, n = 44), Aorta treated with PTA and implantation of an uncoated stent (Ko, n = 22), Aorta treated with PTA and implantation of a coated stent (C1, n = 22). The C1-Esterase-inhibitor was bound to a protein carrier. The stent is a foreign matter to the vessel, which reacts with a stronger intima proliferation compared to a single dilatation. After 2 days the plaque area of the Ko-group (34,3 ± 17,1  m²) was significantly (p < 0,05) bigger compared to the Ao-group (6,5 ± 5,1  m²). This also applied to the 6 week group (Ko-group 1512,3 ± 598,8  m² > Ao-group 1035,5 ± 324,7  m²). The level of stenosis in all groups under trial was significantly higher after 6 weeks compared to the groups after 2 and 4 days. The groups with end of experiment 4 days past operation showed a significant (p < 0,05) increase of the level of stenosis between Ko (1,05 ± 1,06 %) and Ao (4,89 ± 4,48 %) as well as C1 (0,97 ± 0,74 %) and Ao (4,89 ± 4,48 %) 6 weeks past operation. Significant (p < 0,05) increases of the rates of stenosis between all groups could be detected (Ao (35,17 ± 7,52 %) > Ko (22,38 ± 6,79 %) > C1 (16,5 ± 2,29 %)). The distinctive level of stenosis after PTA can be predominantly traced back to negative remodelling and elastic recoil.
A high rate of cell density (total number of cells of the intima per intima area) demonstrates active processes in the vessel wall as a reaction of injury, inflammation, and other modifications. The density of cells increased in all groups with the time past intervention. 
The proliferation index informs about activity of reconstitution in the vessel. 2 days past treatment these processes were already activated and increasing until 4 days past treatment. After 6 weeks the proliferation index was much lower.
The stronger irritation of the vessel wall after PTA with stent implantation is demonstrated by an higher inflammation score of the stent preparations compared to the aorta preparations.
The stent represents a permanent foreign matter, which causes defensive reactions, and inflammation processes in the vessel. This involves an increased proliferation index and a bigger neointimal area, which has adverse impacts to the level of stenosis. The histopathological evaluation shows differences between short-term and long-term groups as well as between aorta and stent groups.
Subject study demonstrates the importance of inflammation in the time progress after PTA and stent implantation. Differences exist in the pathophysiology after PTA compared to PTA and stent implantation. The experiment reveals an inhibitory effect of the C1-Esterase-inhibitor on the inflammation process and the creation of neointima followed by a decreased level of restenosis. This test also demonstrates the importance of the inhibition of inflammation related to the decrease of restenosis."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/44883/pdf/2korrigierte_Endfassung_2-2204_mit_Ref.pdf?sequence=1&isAllowed=y
Nanotechnology and Industrial Liability Insurance	"This thesis gives o short introduction to the scientific fundamentals of nanotechnology and the economic potential of their applications. In contrast to this promising development, the risks of nanotechnological processes and products are analyzed. 

The lack of experience in nanotechnology on the level of scientific and actuarial methods and methods pursuant to insurance law, meets the risk of a technology which is already spreading globally. The future development of insurance products, especially the calculation of insurance rates cannot be based on former figures, but has to rely only on future expectations instead. 

Chapters 2, 3 and 4 describe the challenges of specific nanotechnological risks in view of industrial liability insurance products, in particular with regard to product liability and environmental liability insurance. Chapter 5 gives an introduction to the fundamentals of risk management considering the situation of severe competition in the market of industrial liability insurance. It includes some suggestions on how to handle nanotechnological risks in this context."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/43745/pdf/Schlenker_Nanotechnologie_Dissertation_Druckfassung_zentriert_100226.pdf?sequence=1&isAllowed=y
Big-ET, ET und NO in experimental pig liver transplantation	"In orthotopic liver transplantation, a functioning micro- and macrocirculation in the early phase of reperfusion is of great importance. Endothelin Converting enzyme (ECE) converts Big Endothelin (Big ET) to Endothelin (ET) which is at present the strongest known vasoconstrictor. On the other hand, NO (nitrogen monoxide) leads to a strong vasodilatation. A goal of the study was the investigation of above parameters in the setting of an orthotopic liver transplantation. 
We performed 33 orthotopic pig liver transplantations (German land race). Different reperfusion strategies (application of Hydroxyethylstaerke (HAES), Hyperhydroxyethylstaerke (HHES) or Diaspirin Crosslinked Hemoglobin (DCLHb) 5min before reperfusion) were performed to determine the plasma levels of Big ET, ET and NO before, during and 5min after reperfusion, thereafter every 15min during 1h, then for further 5h once per hour. We correlated these results with vital parameters, glutamat oxalacetat-transaminase (GOT), glutamat pyruvat transaminase (GPT), gamma glutamyl transpeptidase (g-GT) and glutamat dehydrogenase (GLDH). 
In the control and the HHES-group a systemically low Big ET concentration was measured. The ET concentration was increased in all three groups after reperfusion (3,8-5,2fmol/l). The median of the Big ET/ET/NO values 5min after reperfusion was used to generate two groups. High ET levels correlated at the time R1 with a higher cardiac output (4,5vs3,6l/min), a higher central vein pressure (9vs8mmHg), higher wedge pressures (10,8vs8,9mmHg) as well as a lower heart rate (98vs89min-1) as did low ET levels. There was no correlation found for Big ET. 
Low Big ET and ET levels showed a higher activity of the GOT (290vs150U/l), GPT (18vs11,8U/l) and the g-GT(16vs12U/l) as did high levels. The NO plasma concentration decreased continuously after reperfusion (38-84uM). The enzyme activity of the GOT (260vs140U/l), GPT (19vs9U/l), g-GT (17vs11U/l) and the GLDH (29vs10U/l) is increased at high NO concentrations. 
These results support a local, fast and effective conversion of Big ET to ET, which is limited by a saturation of the ECE. The better hemodynamic state of the animals with high Big ET and ET levels explains the low reperfusion injury. On the other hand, high NO values reflect a bad hemodynamic situation with a higher liver damage."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/44879/pdf/Dissertation_Dettmer_2006.pdf?sequence=1&isAllowed=y
Neurofeedback for children with Attention Deficit/ Hyperactivity Disorder (ADHD): Predictors for the acquisition of cortical self regulation and for the clinical outcome	"Background: This study was part of the comprehensive study „Neurofeedback for Attention Deficit /Hyperactivity Disorder (ADHD)“. The goal of this study was to compare two neurofeedback protocols: self regulation of slow cortical potentials (SCPs) and of the  theta/beta-quotient (QT) for children with ADHD. Data analysis showed that children with ADHD improve in the target behaviour as well as in other behavioural variables and in cognitive functioning. As not every child derives the same benefit and because the treatment requires a lot of personal and economic efforts, the identification of predictors is the goal of this study. 
Methods: Forty-six children aged 8 to 13 who met DSM-IV criteria for ADHD or ADD joined the study. Twenty-five of them received feedback of SCPs and twenty-one received feedback of the QT. The training program consisted of 3 phases with 10 sessions each. Before the training educational features, demographic and cognitive parameters as well as symptoms of ADHD were assessed. Measurements were repeated after the end of the training (post 1) and six months later (follow-up). 
Results: In the QT-group satisfaction of children with their physical and emotional conditions as well as a small degree of the disorder predicted improvement of the behaviour at home. A good performance in the intelligence test (HAWIK III) predicted both good clinical outcome and the acquisition of self control of the QT. For the SCP-group a good performance in the negativation task of the SCP-training at the beginning of the training, a small degree of the disorder and male sex  predicted the acquisition of cortical self control. The ability to negativate without feedback (transfer trials) at the end of the training was the strongest predictor for the clinical improvement. This seems to indicate the specifity of the clinical effects of the training.
Conclusion: For the first time predictors for the acquisition of cortical self regulation and for the clinical outcome were assessed for two different neurofeedback protocols. On the basis of the ascertained results further studies can investigate predictors for a successful neurofeedback therapy in children with ADHD on a larger amount of examinated subjects. These should extend the criteria of success in both quality and quantity. In addition predictors should not only be determined for the success of the therapy, but also for the stability of this success."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/44882/pdf/doktorarbeit-gabriella_goth.pdf?sequence=1&isAllowed=y
