Dokument-ID	Dokumenttyp	Verfasser/Autoren	Herausgeber	Haupttitel	Abstract	Auflage	Verlagsort	Verlag	Erscheinungsjahr	Seitenzahl	Schriftenreihe Titel	Schriftenreihe Bandzahl	ISBN	Quelle der Hochschulschrift	Konferenzname	Quelle:Titel	Quelle:Jahrgang	Quelle:Heftnummer	Quelle:Erste Seite	Quelle:Letzte Seite	URN	DOI	Abteilungen
OPUS4-50583	Buch (Monographie)		Herrmann, Jule Ana; Trilcke, Peer	Zeitgen�ssische Rezensionen zu Theodor Fontanes &#8222;Der Krieg gegen Frankreich 1870-1871"	Mit 52 Texten versammelt diese Dokumentation s�mtliche uns heute bekannten Rezensionen zu Theodor Fontanes &#8222;Der Krieg gegen Frankreich 1870-1871", das in zwei B�nden, bestehend aus insgesamt vier Halbb�nden, zwischen M�rz 1873 und September 1876 im Verlag der K�niglichen Geheimen Ober-Hofbuchdruckerei (R. v. Decker) erschien. Der Text der Rezensionen wird jeweils nach dem Erstdruck in Zeitungen oder Zeitschriften zeichengetreu konstituiert. Damit wird der Forschung zu Fontanes Darstellung �ber den Deutsch-Franz�sischen Krieg erstmals eine wichtige rezeptionsgeschichtliche Materialgruppe als Ausgabe zur Verf�gung gestellt.		Potsdam		2021		Digitale Beihefte der Fontane Bl�tter							 1			urn:nbn:de:kobv:517-opus4-505836	10.25932/publishup-50583	Institut f�r Germanistik
OPUS4-51142	Wissenschaftlicher Artikel	Brechenmacher, Thomas		1961: Die Kirchen zum Eichmann-Proze�			M�nchen	Evangelische Arbeitsgemeinschaft f�r Kirchliche Zeitgeschichte	2021	21	Mitteilungen zur kirchlichen Zeitgeschichte	15						 	75	96			Philosophische Fakult�t
OPUS4-51121	Dissertation	Dai, Kuang		Gr�ndungen durch Akademikerinnen und Akademiker mit Migrationshintergrund	Die vorliegende Arbeit befasst sich mit Gr�ndungen durch Akademikerinnen und Akademiker mit Migrationshintergrund. Dabei wurden vor allem der Bezug dieser Gr�ndungen zu der Umwelt - dem Gr�nder�kosystem -, in der sie stattfinden, sowie ihre gegenseitigen Wechselwirkungen untersucht. Der Forschungsgegenstand ist die Schnittstelle aus den Bereichen Gr�ndungen, Migrantentum und Hochqualifikation. Der Fokus auf die sehr spezifische Zielgruppe Gr�ndungen durch Akademikerinnen und Akademiker mit Migrationshintergrund f�llt eine wichtige L�cke in der bisherigen Forschung. Methodisch gesehen bedient sich diese Arbeit eines theoretischen Bezugsrahmens. Dieser besteht aus der neoinstitutionalistischen Organisationstheorie (Meyer & Rowan 1977), dem Ressourcenabh�ngigkeitsansatz (Pfeffer & Salancik 1978) sowie dem sechs-dimensionalen Modell des Gr�nder�kosystems (Isenberg 2011). Gr�ndungen durch Akademikerinnen und Akademiker mit Migrationshintergrund m�ssen ihre interne Ausgestaltung an die Anforderung der institutionellen Umwelt anpassen, um die notwendige Legitimit�t zu sichern. Dadurch k�nnen bei unterschiedlichen Gr�ndungen isomorphe Organisationsstrukturen entstehen. Dar�ber hinaus k�nnen akademische Gr�ndende mit Migrationshintergrund durch interorganisatorische Aktivit�ten den Zugang zu nicht-substituierbaren Ressourcen f�r die Unternehmensgr�ndung bzw. Gesch�ftsentwicklung erm�glichen bzw. erleichtern. Daher ist die Kombination beider Theorien und des Erkl�rungsansatzes ein effektives und passendes Analysetool f�r die vorliegende Forschungsarbeit und schafft sowohl auf Mikro- als auch auf Makroebene f�r die Leserinnen und Leser ein vollst�ndiges Gesamtbild. Die vorliegende Arbeit beinhaltet nicht nur Daten aus Sekund�rquellen und bereits vorhandenen quantitativen Studien im deskriptiven Teil, sondern auch direkte Informationen durch eigene qualitative Untersuchung im empirischen Teil. Daf�r wurden insgesamt 23 semistrukturierte Experteninterviews durchgef�hrt. Durch die Inhaltsanalyse nach Mayring (2014) wurden mehrere Kategorien herausgefiltert; dazu z�hlen bspw. umweltbezogene Einflussfaktoren auf Legitimit�t sowie nicht-substituierbare Ressourcen f�r Gr�ndungen durch Akademikerinnen und Akademiker. Dar�ber hinaus wurden durch die Empirie einige Hypothesen f�r weitere quantitative Forschungen in der Zukunft aufgestellt und konkrete Handlungsempfehlungen f�r die Praxis gegeben.				2021	XIII, 366								 			urn:nbn:de:kobv:517-opus4-511216	10.25932/publishup-51121	Wirtschaftswissenschaften
OPUS4-49610	Bachelorarbeit	Kraft, Justin		Eine vergleichende Analyse der sprachlichen Manipulationsstrategien von AfD und NSDAP anhand ausgew�hlter Beispiele	In den letzten Jahren erlebte der Rechtspopulismus in Europa einen Aufstieg. Die &#8218;Alternative f�r Deutschland' (AfD) erhielt bei der deutschen Bundestagswahl 2017 beispielsweise 12,7 % der abgegebenen Stimmen und war dar�ber hinaus gerade im Osten des Landes erfolgreich. Im Rahmen dieser Arbeit wird vergleichend untersucht, welche sprachlichen Manipulationsstrategien der AfD dazu beitragen und wie sie wirken. Die Arbeit gliedert sich grob in zwei Teile: die Analyse des Sprachgebrauchs der AfD und schlie�lich der Vergleich mit jenem der Nationalsozialist:innen. Ziel der Arbeit ist es nicht, die AfD als Kopie der NSDAP zu entlarven, sondern ihre sprachlichen Manipulationsstrategien im historischen Kontext ergebnisoffen zu analysieren und so ein tieferes Verst�ndnis dieser zu erm�glichen, um eine Grundlage f�r die zuk�nftige Erarbeitung m�glicher Gegenstrategien zu schaffen. Dabei stellt sich die Verwendung von diskriminierenden Sprechakten als wesentlicher Teilaspekt der Strategie heraus. So kann aus den Ergebnissen geschlussfolgert werden, dass die Polarisierung der Gesellschaft in zwei Teile (Ingroup und Outgroup) sowie die damit verbundene Diskriminierung der Outgroup als Ziel des Sprachgebrauchs der AfD bezeichnet werden k�nnen. Auf diesem Weg kann eine zunehmende Radikalisierung des Sprachgebrauchs innerhalb der letzten Jahre festgestellt werden. Im zweiten Teil der Arbeit werden im Vergleich mit den Nationalsozialist:innen zahlreiche Parallelen deutlich: �ber gemeinsame Stilmittel wie Metaphorik, Verwendung von Superlativen oder bestimmten Begrifflichkeiten hinaus ist hier vor allem die Diskriminierung eines konkreten Feindbildes sowie die angestrebte Spaltung der Bev�lkerung zu nennen. Zugleich gilt es auch, die deutlichen Unterschiede zwischen dem Sprachgebrauch im Nationalsozialismus und jenem der AfD zu akzentuieren, um eine ebenso leichtfertige wie unangemessene Gleichsetzung zu verhindern. Zentral ist hier die Eindeutigkeit des Sprachgebrauchs. Die Vergleiche mit verschiedenen Quellen aus dem Dritten Reich verdeutlichen, dass der Sprachgebrauch im Nationalsozialismus direkter und viel radikaler war. Die AfD ist hingegen oftmals darauf bedacht, ihre Aussagen nur augenscheinlich eindeutig zu formulieren, sich insgesamt aber immer eine M�glichkeit des sprachlichen Zur�ckruderns offen zu halten. Ein offensichtlicher Grund d�rften die unterschiedlichen gesellschaftlichen Bedingungen zu beiden Zeiten sein. F�r die AfD ist es heute schwieriger, eine ausreichend gro�e Masse an mindestens unsicheren Menschen zu mobilisieren. Begr�ndet werden kann dies mit einer im Vergleich zur Weimarer Republik �ber Jahrzehnte hinweg gesetzlich, politisch und gesellschaftlich etablierten und sehr stabilen Demokratie. Deshalb ist die AfD darauf angewiesen, eine mehrdeutige Sprache zu verwenden, die ihnen im Bedarfsfall eine Rechtfertigung und somit einen Weg zur�ck erm�glicht. Dar�ber hinaus erm�glicht ihnen ein solcher Sprachgebrauch aber auch, sich einerseits gegen�ber den Institutionen der Demokratie (beispielsweise dem Verfassungsschutz) zu rechtfertigen und andererseits insbesondere der konservativen W�hlerschaft das Gef�hl zu geben, dass sie keine rechtsextreme Partei w�hlen. Aus den Ergebnissen der Arbeit l�sst sich dar�ber hinaus die These ableiten, dass eine Ver�nderung des Sprachgebrauchs allein nicht dazu f�hrt, dass Menschen einer Ideologie folgen. Der historische Vergleich deutet aber darauf hin, dass ein diskriminierender Sprachgebrauch zur Entstehung eines N�hrbodens einer solchen Ideologie beitragen kann, wenn der gesellschaftliche und politische Rahmen es zul�sst. Diesen Rahmen versucht die AfD St�ck f�r St�ck in ihrem Sinne zu verschieben. In den letzten Jahren gelang es ihr zunehmend, den �ffentlichen Diskurs zu ihren Gunsten mitzubestimmen und zu ver�ndern. Daf�r ist der manipulative Gebrauch von Sprache entscheidend. Durch ihn sind sie in der Lage, die &#8250;gef�hlte&#8249; Wahrheit im Kampf gegen Fakten siegen zu lassen und Diskurse wie die Klima-Debatte oder die Diskussionen um Ma�nahmen gegen die Coronapandemie zu beeinflussen. Die Arbeit macht aber auch deutlich, wie kompliziert das Vorhaben der Polarisierung in einer heterogenen Gesellschaft wie der heutigen deutschen ist. Sogar innerhalb der AfD kommt es immer h�ufiger zu Uneinigkeiten.				2021	42						A comparative analysis of the linguistic manipulation strategies of AfD and NSDAP based on selected examples		 			urn:nbn:de:kobv:517-opus4-496104	10.25932/publishup-49610	Institut f�r Germanistik
OPUS4-51318	Wissenschaftlicher Artikel	D'Aprile, Iwan-Michelangelo		Was kann preu�ischer sein als Nathan			Berlin	de Gruyter	2021	17	Theodor Fontane und das Erbe der Aufkl�rung
(Schriften der Theodor Fontane Gesellschaft ; 14)							 	13	30		10.1515/9783110666984-002	Historisches Institut
OPUS4-51231	Dissertation	Milger, Angelika		Die Verwaltungshaftung zwischen Bund und L�ndern bei der Ausf�hrung der Bundesgesetze	Diese Arbeit untersucht die Haftung zwischen Bund und L�ndern bei der Ausf�hrung der Bundesgesetze. Nach der Kompetenzverteilung des Grundgesetzes teilen sich Bund und L�nder die Aufgabe der Ausf�hrung der Bundesgesetze. Hierbei k�nnen sie die jeweils andere f�rderal Ebene sch�digen. Dies kann etwa bei der fehlerhaften Verwaltung von Mitteln oder Steuern passieren. Ein anderes Beispiel ist das Ausl�sen von Haftungsanspr�chen im Au�enverh�ltnis zu Dritten. Solche Anspr�che k�nnen leicht hohe Betr�ge erreichen. Die ma�gebliche Anspruchsgrundlage ist Art. 104a Abs. 5 Satz 1 Halbsatz 2 Grundgesetz. Hiernach haften Bund und L�nder einander f�r die ordnungsgem��e Verwaltung. Diese Regelung wirft zahlreiche bis heute ungekl�rte Rechtsfragen auf, welche die Arbeit n�her untersucht.		Baden-Baden	Nomos	2021	392	Studien zum �ffentlichen Recht ; 31		978-3-8487-8156-0					 					�ffentliches Recht
OPUS4-51233	Dissertation	Jung, Jonathan		Werbeblocker im Internet	Werbeblocker ber�hren zahlreiche, bislang ungekl�rte Rechtsfragen. W�hrend Werbeblocker bisher vor allem anhand des Lauterkeitsrechts beurteilt worden sind, zeigt diese Arbeit, dass vielmehr urheberrechtliche Wertungen entscheidend sind. Diese werden mit Blick auf die aktuelle Rechtsprechung des EuGH ausf�hrlich hergeleitet. Weiterhin wird der Begriff des Mitbewerbers im Lauterkeitsrecht fortentwickelt und mit der Bezugnahme auf die gesch�ftlichen Entscheidung auf ein neues Fundament gestellt. Die Arbeit analysiert zudem umfassend die Rechtm��igkeit der Handlungsalternativen der Webseitenbetreiber und der Reaktionsm�glichkeiten der Werbeblocker aus lauterkeitsrechtlicher und urheberrechtlicher Sicht unter Ber�cksichtigung der DS GVO.		Baden-Baden	Nomos	2021	473	Schriften zum geistigen Eigentum und zum Wettbewerbsrecht ; 126		978-3-8487-8224-6					 					�ffentliches Recht
OPUS4-51340	misc	Regenstein, Wolfgang		Strahlenschutzphysik in Stichpunkten	Das Manuskript dient der Vorbereitung der Pr�fung der Fachkunde zum Strahlenschutz f�r Lehrer. Es enth�lt wichtige Grundlagen der Kernphysik, insbesondere die Eigenschaften der Alpha-, Beta-, Gamma-, Neutronen- und R�ntgenstrahlen. Es folgt eine kurze Beschreibung des Einflusses der Strahlung auf belebte Materie. Wichtige Paragrafen der Strahlenschutzverordnung werden beschrieben. Eine Aufgabensammlung dient zur Illustration und �bung.				2021	37								 			urn:nbn:de:kobv:517-opus4-513405	10.25932/publishup-51340	Institut f�r Physik und Astronomie
OPUS4-50940	Dissertation	Kaestner, Pia Isabel		Neue Polymermaterialien auf der Basis von funktionalisierten ionischen Fl�ssigkeiten zur potentiellen Anwendung in Membranen	Die vorliegende Arbeit thematisiert die Synthese und Charakterisierung von neuen funktionalisierten ionischen Fl�ssigkeiten und deren Polymerisation. Die ionischen Fl�ssigkeiten wurden dabei sowohl mit polymerisierbaren Kationen als auch Anionen hergestellt. Zum einen wurden bei thermisch initiierten Polymerisationen Azobis(isobutyronitril) (AIBN) verwendet und zum anderen dienten bei photochemisch initiierten Polymerisationen Bis-4-(methoxybenzoyl)diethylgermanium (Ivocerin�) als Radikalstarter. Mittels Gelpermeationschromatographie konnte das Homopolymer Polydimethylaminoethylmethacrylat untersucht werden, welches erst im Anschluss an die GPC-Messungen polymeranalog modifiziert wurde. Dabei wurden nach einer Quaternisierung und anschlie�ender Anionenmetathese bei diesen Polymeren die Grenzviskosit�ten bestimmt und mit den Grenzviskosit�ten der direkt polymerisierten ionischen Fl�ssigkeiten verglichen. Bei der direkten Polymerisation von Poly(N-[2-(Methacryloyloxy)ethyl]-N-butyl-N,N-dimethyl-ammoniumbis(trifluormethylsulfonyl)imid) lag [&#951;_Huggins] bei 100 mL/g und bei dem polymeranalog hergestellten Polymer betrug [&#951;_Huggins] = 40 mL/g. Die ionischen Fl�ssigkeiten mit polymerisierbaren funktionellen Gruppen wurden mittels Photo-DSC hinsichtlich der maximalen Polymerisationsgeschwindigkeit (Rpmax), der Zeit, in der dieses Maximum erreicht wurde, tmax, ihrer Glas�berganstemperatur (Tg) und des Umsatzes an Vinylprotonen untersucht. Bei diesen Messungen wurde zum einen der Einfluss der unterschiedlichen Alkylkettenl�nge am Ammoniumion und der Einfluss von verschiedenen Anionen bei gleichbleibender Kationenstruktur analysiert. So polymerisierte das ethylsubstituierte Kation mit einer tmax von 21 Sekunden am langsamsten. Die maximale Polymerisationsgeschwindigkeit (Rpmax) betrug 3.3&#8729;10-2 s-1. Die tmax Werte der �brigen alkylsubstituierten ionischen Fl�ssigkeiten mit einer polymerisierbaren funktionellen Gruppe hingegen lagen zwischen 10 und 15 Sekunden. Die Glas�bergangstemperaturen der mittels photoinduzierter Polymerisation hergestellten Polymere lagen mit 44 bis 55 �C nahe beieinander. Alle Monomere zeigten einen hohen Umsatz der Vinylprotonen; er betrug zwischen 93 und 100%. Mithilfe einer Bandanlage, ausger�stet mit einer LED (&#955; = 395 nm), konnten Polymerfilme hergestellt werden. Der Umsatz an Doppelbindungs�quivalenten dieser Filme wurde anhand der 1H-NMR Spektroskopie bestimmt. Bei der dynamisch-mechanischen Analyse wurden die Polymerfilme mit einer konstanten Heizrate und Frequenz periodisch wechselnden Beanspruchungen ausgesetzt, um die Glas�bergangstemperaturen zu bestimmen. Die niedrigste Tg mit 26 �C besa� das butylsubstituierte N-[2-(Methacryloyloxy)ethyl]-N-butyl-N,N-dimethyl-ammoniumbis(trifluormethylsulfonyl)imid, welches als Polymerfilm mit Ivocerin� als Initiator hergestellt wurde, wohingegen die h�chste Tg bei dem gleichen Polymer, welches direkt durch freie radikalische Polymerisation der ionischen Fl�ssigkeit in Masse mit AIBN hergestellt wurde, 51 �C betrug. Zus�tzlich wurden die Filme unter dem Aspekt der Topographie mit einem Rasterkraftmikroskop untersucht, welches eine Dom�nenstruktur des Polymers N-[2-(methacryloyloxy)ethyl]-N-butyl-N,N-dimethyl-ammonium tris(pentafluorethyl)trifluorphosphat offenbarte.				2021	VI, 164								 			urn:nbn:de:kobv:517-opus4-509403	10.25932/publishup-50940	Institut f�r Chemie
OPUS4-50846	Dissertation	Grosso, Stefano		Anerkennung und Macht	In der vorliegenden Untersuchung habe ich das Ziel verfolgt, einen sachlich-eigenst�ndigen Beitrag f�r eine Debatte gegen Honneths kritische Gesellschaftstheorie zu leisten. In dieser Debatte wird Honneth dahingehend kritisiert, dass es ihm mit seiner kritischen Gesellschaftstheorie entgegen seiner eigenen systematischen Zielsetzung nicht gelingt, in modernen liberaldemokratischen Gesellschaften s�mtliche Ph�nomene von sozialer Herrschaft kritisch zu hinterfragen. Denn soziale Anerkennung, die Honneth als Schl�sselbegriff f�r diese kritische Hinterfragung behandelt, bei der soziale Herrschaft in Verbindung mit sozialer Missachtung (als mangelnde soziale Anerkennung) steht, kann laut der Kritik faktisch selbst ein Medium f�r die Stiftung von sozialer Unterwerfung sein. Dies geschieht in Prozessen von Identit�tsentwicklung, in denen soziale Anerkennung f�r Individuen als Anerkannte bestimmte Identit�tsm�glichkeiten einr�umt und auf diese Weise gleichzeitig andere Identit�tsm�glichkeiten ausschlie�t, womit sie auf diese Identit�t einschr�nkend und insofern herrschend wirkt. Es handelt sich um eine Form von sozialer Herrschaft, die durch soziale Anerkennung gestiftet wird. Honneth zieht dem Vorwurf zufolge nicht in Erw�gung, dass soziale Anerkennung bei Individuen als Anerkannte einen solchen negativen Effekt erzielen kann. Hieraus ergeben sich die Fragen, ob soziale Anerkennung in Prozessen von Identit�tsentwicklung jeweils mit sozialer Herrschaft einhergeht und wie dieser Typus von sozialer Herrschaft kritisiert werden kann. Diese Fragen hat Honneth zuletzt in einem pers�nlichen Gespr�ch mit Allen und Cooke (als zwei Teilnehmerinnen der Debatte gegen Honneth) beantwortet. An dieser Stelle vertritt er mit beiden Gespr�chsteilnehmerinnen die Auffassung, dass die Operation der Einschr�nkung von Identit�tsm�glichkeiten an sich keine Operation darstellt, welche, wie sonst in der Debatte gegen seine kritische Gesellschaftstheorie behauptet wird, auf soziale Herrschaft zur�ckf�hrt. Diese Auffassung beruht auf der Idee, wonach soziale Anerkennung sich in jenem praktischen Kontext nur unter der Bedingung als herrschaftsstiftend erweist, dass sie immanente Prinzipien verletzt, die substanziell kritische Ma�st�be definieren. Mein Beitrag zu dieser Debatte gegen Honneth besteht auf der einen Seite in der Erkl�rung, dass sowohl jene Auffassung als auch jene Idee argumentativ mangelhaft sind, und auf der anderen Seite in der Ausf�hrung des Vorhabens, diesen argumentativen Mangel selbst zu beheben. Gegen jene Auffassung behaupte ich, dass die drei Autoren in ihrem Gespr�ch nicht erl�utern, inwiefern soziale Anerkennung nicht herrschend wirkt, wenn sie die Identit�tsm�glichkeiten von Individuen als Anerkannte einschr�nkt, denn mit dieser Einschr�nkung wird vielmehr faktisch �ber diese Individuen geherrscht - die Debatte gegen Honneth, so zur Unterst�tzung dieser Ansicht, baut haupts�chlich auf ebendiesem Faktum auf. Gegen jene Idee habe ich f�nf problematische Fragen gestellt und beantwortet, die Bezug eigentlich nicht allein auf diese Idee selbst, sondern �berdies auf weitere, naheliegende Ideen nehmen, welche die drei Autoren angesprochen haben.				2021	152								 			urn:nbn:de:kobv:517-opus4-508461	10.25932/publishup-50846	Institut f�r Philosophie
OPUS4-51458	Dissertation	M�llersch�n, Andr�		Transfusionswesen in den deutschen Streitkr�ften vom Ersten Weltkrieg bis heute	In der vorliegenden Arbeit wird die Geschichte des milit�rischen Transfusionswesens in Deutschland, ausgehend vom Deutsch-Franz�sischen Krieg, �ber den Ersten und Zweiten Weltkrieg, bis hin zu der Organisation des Blutspendewesens sowie der Herstellung von Blut- und Blutbestandteilkonserven in der NVA, aber auch der Bundeswehr analysiert, Gemeinsamkeiten und Unterschiede der einzelnen Epochen und Armeen aufgezeigt sowie r�ckblickend ethische Problemfelder identifiziert und aufgearbeitet. Zus�tzlich werden die den jeweiligen Zeitr�umen zugeordneten technischen Apparaturen und Verfahren sowie zeitgen�ssische Forschungsprojekte skizziert.		Bonn	Beta Verlag und Marketinggesellschaft mbH	2021	XV, 480	Schriften zur Geschichte der Milit�rmedizin und des Sanit�tsdienstes		978-3-927603-62-2					 2					Historisches Institut
OPUS4-50636	Bachelorarbeit	Richter, Wibke		Einzelbaumbasierte Quantifizierung der oberirdischen Biomasse in zwei Obstkulturen (Prunus avium L. und Malus domestica Borkh.) am Standort Marquart	The quantification of plant biomass using efficient methods is a crucial point in different fields of science. This paper aims to facilitate the determination of hydrogen content of cherry and apple trees at a research site in the north east of Germany using the estimation of their biomass based on the sampling of singletrees. Therefore the volume of 13 cherry and 11 apple trees was determined bydividing them into segments and measuring the specific length and diameter. All segments were grouped by diameter classes. Furthermore the wood density of the branches and the mean leaf biomass was determined. For the calculation of woody biomass a value for wood dry density derived from the literature for each species was used. The biomass allocation across the diameter classes was investigated and a regression analyses implemented using easily measurable tree parameters as well as data derived by a terrestrial laser scanner. The experimental density values increased with increasing branch diameter. The deviation to the literature value was small for the cherry wood but large for the apple wood. The investigation of leaf biomass was carried out independently from measured trees, so no relation could be established between woody and leaf biomass and only mean values were calculated. The proportion of different diameter classes at the whole tree biomass was highly variable and thus an estimation using only the substantial tree compartments does not show appropriate results. The most reliable and efficient way to estimate the aboveground biomass is by utilizing the developed models. A linear regression turned out to provide the best results for the present tree populations of same age and similar size. While the laser scan data did not correlate with the dry wood biomass, the linear models utilizing the stem diameter d or d� as predictor indicated high significance (p - value < 0.001) and a very good model fit (R� > 0.8) for both species.				2021	vi, 33								 			urn:nbn:de:kobv:517-opus4-506369	10.25932/publishup-50636	Institut f�r Umweltwissenschaften und Geographie
OPUS4-51217	Wissenschaftlicher Artikel	Ungelenk, Johannes	Simonis, Annette; Sexl, Martin; M�ller, Alexandra	Von der (Un)gleichzeitigkeit des (Un )Gleichzeitigen	&#8222;Now is the winter of our discontent | Made glorious summer by this son of York" - mit diesen Worten �ffnet Shakespeares Richard III. Ein einziger Schau- spieler hat die B�hne betreten, beginnt zu reden und setzt so, alleine, das St�ck in Gang - ein Novum f�r Shakespeare. Die fr�hneuzeitliche B�hne ist (fast) leer, die Zuschauer*innen h�ngen an den Lippen des Protagonisten, um durch seine Worte in die fiktive Welt des Dramas eingef�hrt zu werden. Gleich mit dem ersten Wort versetzt Richard die Zuschauer*innen in eine andere Gegenwart: Fast wie eine hypnotische Anweisung konstituiert dieses &#8222;Now" das Zeit-Raum-Gef�ge der englischen Rosenkriege. Sich diesem thea- tralen &#8222;Now" hinzugeben ist die Aufgabe der Zuschauer*innen. Sie sind auf- gerufen, &#8222;to forget (however briefly) everything they have experienced before. What matters is this &#8218;now', the hic et nunc of the theatre."		Bielefeld	Aisthesis Verlag	2021	25	Komparatistik : Jahrbuch der Deutschen Gesellschaft f�r Allgemeine und Vergleichende Literaturwissenschaft	2019	978-3-8498-1726-8					 	95	120			Institut f�r K�nste und Medien
OPUS4-51227	Buch (Monographie)			30 Jahre Universit�t Potsdam	Das Referat f�r Presse- und �ffentlichkeitsarbeit hat anl�sslich des 30-j�hrigen Universit�tsjubil�ums einen Bildband zusammengestellt. Auf 168 Seiten finden sich rund 400 Fotos aus der Geschichte der Potsdamer Alma Mater - von der Pressekonferenz, auf der Brandenburgs Wissenschaftsminister Dr. Hinrich Enderlein die Gr�ndung der Universit�t bekannt gibt, bis zu den traurig-sch�nen menschenleeren Campusimpressionen Anfang 2021. Die Auswahl aus Zehntausenden Bildern, die im Laufe der Jahre entstanden sind, dokumentiert die rasante Entwicklung der drei Uni-Standorte Golm, Am Neuen Palais und Griebnitzsee, begleitet Studierende und Forschende verschiedener Generationen und zeigt Eindr�cke von wichtigen gro�en und kleinen Veranstaltungen und Ereignissen sowie - vor allem - vom Alltag einer Universit�t.		Potsdam	Universit�t Potsdam, Referat f�r Presse- und �ffentlichkeitsarbeit	2021	167								 					Referat f�r Presse- und �ffentlichkeitsarbeit
OPUS4-51228	Wissenschaftlicher Artikel	Zimmering, Raina		Das Verweben gemeinsamer Widerst�nde			Potsdam	WeltTrends	2021	3	Welttrends : das au�enpolitische Journal	29	978-3-947802-64-7					 117	9	12			WeltTrends e.V. Potsdam
OPUS4-51230	Wissenschaftlicher Artikel	Crome, Erhard		Gesinnungsethik und Au�enpolitik			Potsdam	WeltTrends	2021	6	Welttrends : das au�enpolitische Journal	29	978-3-947802-64-7					 117	37	43			WeltTrends e.V. Potsdam
OPUS4-51229	Wissenschaftlicher Artikel	Wallraf, Wolfram		Zivilmacht Deutschland revisited			Potsdam	WeltTrends	2021	6	Welttrends : das au�enpolitische Journal	29	978-3-947802-64-7					 117	30	36			WeltTrends e.V. Potsdam
OPUS4-51232	Dissertation	Tamponi, Guido Karl		George Santayana			W�rzburg	K�nigshausen & Neumann	2021	422	Epistemata Philosophie ; 618		978-3-8260-7335-9					 					Institut f�r Philosophie
OPUS4-50669	Bachelorarbeit	Grosse, Peter		Modellierung der Sedimentdynamik im Rofental, �tztaler Alpen, unter Verwendung eines nichtparametrischen Modells	The continued melting of glaciers releases more sediment deposits, making them more susceptible to erosion. Increased sediment discharge rates endanger water quality and water supply due to reservoir siltation. In order to better understand these hazards and their evolvement, erosion processes need to be studied, especially in high alpine catchment areas. In this bachelor thesis, sediment concentrations as well as other environmental variables, such as discharge, precipitation and temperature, were measured in the Rofental catchment (�tztal Alps) and in a highly glaciated sub-catchment of the Rofental. The quantile regression forest machine learning technique was applied to determine the correlation between sediment concentration and ancillary variables. The variables were aggregated to different levels, which allowed past hydroclimatic conditions to be taken into account. Considering the knowledge regarding the influence of these environment variables, the sediment concentration could be retrospectively simulated using a Monte Carlo approach. The resulting continuous time series was used to calculate the annual sediment export rates. The turbidity, as an indicator for the sediment concentration, was measured as well. By determining the correlation between the modelled data and the measured turbidity, the significance of the model could be assessed. The results show that the quantile regression forest model is a suitable approach to reconstruct the sediment dynamics in the Rofental. It further emerged that the discharge has a great impact on the sediment concentration in both catchments, with the relevance of the other variables varying widely between both study areas. The correlation between the measured turbidity and the simulated sediment concentration is strongly positive, whereby debris flows, measurement errors and the rinse of new sediment reservoirs deteriorated the model's performance.				2021	49								 			urn:nbn:de:kobv:517-opus4-506695	10.25932/publishup-50669	Institut f�r Umweltwissenschaften und Geographie
